geoName,geoCode,value,topic,date
Jacksonville FL,561,0,Disabilities,2020-10-06
Macon GA,503,0,Disabilities,2020-10-06
Savannah GA,507,0,Disabilities,2020-10-06
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-06
Albany GA,525,0,Disabilities,2020-10-07
Atlanta GA,524,14,Disabilities,2020-10-07
Augusta GA,520,0,Disabilities,2020-10-07
Chattanooga TN,575,0,Disabilities,2020-10-07
Columbus GA,522,0,Disabilities,2020-10-07
Dothan AL,606,0,Disabilities,2020-10-07
Jacksonville FL,561,0,Disabilities,2020-10-07
Macon GA,503,0,Disabilities,2020-10-07
Savannah GA,507,100,Disabilities,2020-10-07
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-07
Albany GA,525,0,Disabilities,2020-10-08
Atlanta GA,524,18,Disabilities,2020-10-08
Augusta GA,520,0,Disabilities,2020-10-08
Chattanooga TN,575,0,Disabilities,2020-10-08
Columbus GA,522,0,Disabilities,2020-10-08
Dothan AL,606,0,Disabilities,2020-10-08
Jacksonville FL,561,0,Disabilities,2020-10-08
Macon GA,503,0,Disabilities,2020-10-08
Savannah GA,507,100,Disabilities,2020-10-08
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-08
Albany GA,525,0,Disabilities,2020-10-09
Atlanta GA,524,0,Disabilities,2020-10-09
Augusta GA,520,0,Disabilities,2020-10-09
Chattanooga TN,575,0,Disabilities,2020-10-09
Columbus GA,522,0,Disabilities,2020-10-09
Dothan AL,606,0,Disabilities,2020-10-09
Jacksonville FL,561,0,Disabilities,2020-10-09
Macon GA,503,0,Disabilities,2020-10-09
Savannah GA,507,0,Disabilities,2020-10-09
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-09
Albany GA,525,0,Disabilities,2020-10-10
Atlanta GA,524,0,Disabilities,2020-10-10
Augusta GA,520,0,Disabilities,2020-10-10
Chattanooga TN,575,0,Disabilities,2020-10-10
Columbus GA,522,0,Disabilities,2020-10-10
Dothan AL,606,0,Disabilities,2020-10-10
Jacksonville FL,561,0,Disabilities,2020-10-10
Macon GA,503,0,Disabilities,2020-10-10
Savannah GA,507,0,Disabilities,2020-10-10
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-10
Albany GA,525,0,Disabilities,2020-10-11
Atlanta GA,524,0,Disabilities,2020-10-11
Augusta GA,520,100,Disabilities,2020-10-11
Chattanooga TN,575,0,Disabilities,2020-10-11
Columbus GA,522,0,Disabilities,2020-10-11
Dothan AL,606,0,Disabilities,2020-10-11
Jacksonville FL,561,0,Disabilities,2020-10-11
Macon GA,503,0,Disabilities,2020-10-11
Savannah GA,507,0,Disabilities,2020-10-11
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-11
Albany GA,525,0,Disabilities,2020-10-12
Atlanta GA,524,100,Disabilities,2020-10-12
Augusta GA,520,0,Disabilities,2020-10-12
Chattanooga TN,575,0,Disabilities,2020-10-12
Columbus GA,522,0,Disabilities,2020-10-12
Dothan AL,606,0,Disabilities,2020-10-12
Jacksonville FL,561,0,Disabilities,2020-10-12
Macon GA,503,0,Disabilities,2020-10-12
Savannah GA,507,0,Disabilities,2020-10-12
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-12
Albany GA,525,0,Disabilities,2020-10-13
Atlanta GA,524,0,Disabilities,2020-10-13
Augusta GA,520,0,Disabilities,2020-10-13
Chattanooga TN,575,0,Disabilities,2020-10-13
Columbus GA,522,0,Disabilities,2020-10-13
Dothan AL,606,0,Disabilities,2020-10-13
Jacksonville FL,561,0,Disabilities,2020-10-13
Macon GA,503,0,Disabilities,2020-10-13
Savannah GA,507,100,Disabilities,2020-10-13
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-13
Albany GA,525,0,Disabilities,2020-10-14
Atlanta GA,524,0,Disabilities,2020-10-14
Augusta GA,520,0,Disabilities,2020-10-14
Chattanooga TN,575,0,Disabilities,2020-10-14
Columbus GA,522,0,Disabilities,2020-10-14
Dothan AL,606,0,Disabilities,2020-10-14
Jacksonville FL,561,0,Disabilities,2020-10-14
Macon GA,503,0,Disabilities,2020-10-14
Savannah GA,507,100,Disabilities,2020-10-14
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-14
Albany GA,525,0,Disabilities,2020-10-15
Atlanta GA,524,9,Disabilities,2020-10-15
Augusta GA,520,0,Disabilities,2020-10-15
Chattanooga TN,575,0,Disabilities,2020-10-15
Columbus GA,522,0,Disabilities,2020-10-15
Dothan AL,606,0,Disabilities,2020-10-15
Jacksonville FL,561,0,Disabilities,2020-10-15
Macon GA,503,0,Disabilities,2020-10-15
Savannah GA,507,100,Disabilities,2020-10-15
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-15
Albany GA,525,0,Disabilities,2020-10-16
Atlanta GA,524,16,Disabilities,2020-10-16
Augusta GA,520,0,Disabilities,2020-10-16
Chattanooga TN,575,0,Disabilities,2020-10-16
Columbus GA,522,100,Disabilities,2020-10-16
Dothan AL,606,0,Disabilities,2020-10-16
Jacksonville FL,561,0,Disabilities,2020-10-16
Macon GA,503,0,Disabilities,2020-10-16
Savannah GA,507,0,Disabilities,2020-10-16
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-16
Albany GA,525,0,Disabilities,2020-10-17
Atlanta GA,524,100,Disabilities,2020-10-17
Augusta GA,520,0,Disabilities,2020-10-17
Chattanooga TN,575,0,Disabilities,2020-10-17
Columbus GA,522,0,Disabilities,2020-10-17
Dothan AL,606,0,Disabilities,2020-10-17
Jacksonville FL,561,0,Disabilities,2020-10-17
Macon GA,503,0,Disabilities,2020-10-17
Savannah GA,507,0,Disabilities,2020-10-17
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-17
Albany GA,525,0,Disabilities,2020-10-18
Atlanta GA,524,100,Disabilities,2020-10-18
Augusta GA,520,0,Disabilities,2020-10-18
Chattanooga TN,575,0,Disabilities,2020-10-18
Columbus GA,522,0,Disabilities,2020-10-18
Dothan AL,606,0,Disabilities,2020-10-18
Jacksonville FL,561,0,Disabilities,2020-10-18
Macon GA,503,0,Disabilities,2020-10-18
Savannah GA,507,0,Disabilities,2020-10-18
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-18
Albany GA,525,0,Disabilities,2020-10-19
Atlanta GA,524,5,Disabilities,2020-10-19
Augusta GA,520,0,Disabilities,2020-10-19
Chattanooga TN,575,0,Disabilities,2020-10-19
Columbus GA,522,0,Disabilities,2020-10-19
Dothan AL,606,0,Disabilities,2020-10-19
Jacksonville FL,561,0,Disabilities,2020-10-19
Macon GA,503,82,Disabilities,2020-10-19
Savannah GA,507,100,Disabilities,2020-10-19
Tallahassee FL-Thomasville GA,530,63,Disabilities,2020-10-19
Albany GA,525,0,Disabilities,2020-10-20
Atlanta GA,524,0,Disabilities,2020-10-20
Augusta GA,520,0,Disabilities,2020-10-20
Chattanooga TN,575,0,Disabilities,2020-10-20
Columbus GA,522,0,Disabilities,2020-10-20
Dothan AL,606,0,Disabilities,2020-10-20
Jacksonville FL,561,0,Disabilities,2020-10-20
Macon GA,503,0,Disabilities,2020-10-20
Savannah GA,507,100,Disabilities,2020-10-20
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-20
Albany GA,525,0,Disabilities,2020-10-21
Atlanta GA,524,9,Disabilities,2020-10-21
Augusta GA,520,0,Disabilities,2020-10-21
Chattanooga TN,575,0,Disabilities,2020-10-21
Columbus GA,522,0,Disabilities,2020-10-21
Dothan AL,606,0,Disabilities,2020-10-21
Jacksonville FL,561,0,Disabilities,2020-10-21
Macon GA,503,0,Disabilities,2020-10-21
Savannah GA,507,100,Disabilities,2020-10-21
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-21
Albany GA,525,0,Disabilities,2020-10-22
Atlanta GA,524,9,Disabilities,2020-10-22
Augusta GA,520,0,Disabilities,2020-10-22
Chattanooga TN,575,0,Disabilities,2020-10-22
Columbus GA,522,0,Disabilities,2020-10-22
Dothan AL,606,0,Disabilities,2020-10-22
Jacksonville FL,561,0,Disabilities,2020-10-22
Macon GA,503,0,Disabilities,2020-10-22
Savannah GA,507,100,Disabilities,2020-10-22
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-22
Albany GA,525,0,Disabilities,2020-10-23
Atlanta GA,524,0,Disabilities,2020-10-23
Augusta GA,520,0,Disabilities,2020-10-23
Chattanooga TN,575,0,Disabilities,2020-10-23
Columbus GA,522,0,Disabilities,2020-10-23
Dothan AL,606,0,Disabilities,2020-10-23
Jacksonville FL,561,0,Disabilities,2020-10-23
Macon GA,503,0,Disabilities,2020-10-23
Savannah GA,507,0,Disabilities,2020-10-23
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-23
Albany GA,525,0,Disabilities,2020-10-24
Atlanta GA,524,0,Disabilities,2020-10-24
Augusta GA,520,0,Disabilities,2020-10-24
Chattanooga TN,575,0,Disabilities,2020-10-24
Columbus GA,522,0,Disabilities,2020-10-24
Dothan AL,606,0,Disabilities,2020-10-24
Jacksonville FL,561,100,Disabilities,2020-10-24
Macon GA,503,0,Disabilities,2020-10-24
Savannah GA,507,0,Disabilities,2020-10-24
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-24
Albany GA,525,0,Disabilities,2020-10-25
Atlanta GA,524,41,Disabilities,2020-10-25
Augusta GA,520,0,Disabilities,2020-10-25
Chattanooga TN,575,0,Disabilities,2020-10-25
Columbus GA,522,0,Disabilities,2020-10-25
Dothan AL,606,0,Disabilities,2020-10-25
Jacksonville FL,561,100,Disabilities,2020-10-25
Macon GA,503,0,Disabilities,2020-10-25
Savannah GA,507,0,Disabilities,2020-10-25
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-25
Albany GA,525,0,Disabilities,2020-10-26
Atlanta GA,524,100,Disabilities,2020-10-26
Augusta GA,520,0,Disabilities,2020-10-26
Chattanooga TN,575,0,Disabilities,2020-10-26
Columbus GA,522,0,Disabilities,2020-10-26
Dothan AL,606,0,Disabilities,2020-10-26
Jacksonville FL,561,0,Disabilities,2020-10-26
Macon GA,503,0,Disabilities,2020-10-26
Savannah GA,507,0,Disabilities,2020-10-26
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-26
Albany GA,525,0,Disabilities,2020-10-27
Atlanta GA,524,100,Disabilities,2020-10-27
Augusta GA,520,0,Disabilities,2020-10-27
Chattanooga TN,575,0,Disabilities,2020-10-27
Columbus GA,522,0,Disabilities,2020-10-27
Dothan AL,606,0,Disabilities,2020-10-27
Jacksonville FL,561,0,Disabilities,2020-10-27
Macon GA,503,0,Disabilities,2020-10-27
Savannah GA,507,0,Disabilities,2020-10-27
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-27
Albany GA,525,0,Disabilities,2020-10-28
Atlanta GA,524,100,Disabilities,2020-10-28
Augusta GA,520,0,Disabilities,2020-10-28
Chattanooga TN,575,0,Disabilities,2020-10-28
Columbus GA,522,0,Disabilities,2020-10-28
Dothan AL,606,0,Disabilities,2020-10-28
Jacksonville FL,561,0,Disabilities,2020-10-28
Macon GA,503,0,Disabilities,2020-10-28
Savannah GA,507,0,Disabilities,2020-10-28
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-28
Albany GA,525,100,Disabilities,2020-10-29
Atlanta GA,524,3,Disabilities,2020-10-29
Augusta GA,520,0,Disabilities,2020-10-29
Chattanooga TN,575,0,Disabilities,2020-10-29
Columbus GA,522,0,Disabilities,2020-10-29
Dothan AL,606,0,Disabilities,2020-10-29
Jacksonville FL,561,0,Disabilities,2020-10-29
Macon GA,503,0,Disabilities,2020-10-29
Savannah GA,507,0,Disabilities,2020-10-29
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-29
Albany GA,525,0,Disabilities,2020-10-30
Atlanta GA,524,100,Disabilities,2020-10-30
Augusta GA,520,0,Disabilities,2020-10-30
Chattanooga TN,575,0,Disabilities,2020-10-30
Columbus GA,522,0,Disabilities,2020-10-30
Dothan AL,606,0,Disabilities,2020-10-30
Jacksonville FL,561,0,Disabilities,2020-10-30
Macon GA,503,0,Disabilities,2020-10-30
Savannah GA,507,0,Disabilities,2020-10-30
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-30
Albany GA,525,0,Disabilities,2020-10-31
Atlanta GA,524,0,Disabilities,2020-10-31
Augusta GA,520,0,Disabilities,2020-10-31
Chattanooga TN,575,0,Disabilities,2020-10-31
Columbus GA,522,0,Disabilities,2020-10-31
Dothan AL,606,0,Disabilities,2020-10-31
Jacksonville FL,561,0,Disabilities,2020-10-31
Macon GA,503,0,Disabilities,2020-10-31
Savannah GA,507,0,Disabilities,2020-10-31
Tallahassee FL-Thomasville GA,530,0,Disabilities,2020-10-31
Albany GA,525,0,Foster Care,2020-10-01
Atlanta GA,524,33,Foster Care,2020-10-01
Augusta GA,520,0,Foster Care,2020-10-01
Chattanooga TN,575,0,Foster Care,2020-10-01
Columbus GA,522,82,Foster Care,2020-10-01
Dothan AL,606,0,Foster Care,2020-10-01
Jacksonville FL,561,0,Foster Care,2020-10-01
Macon GA,503,0,Foster Care,2020-10-01
Savannah GA,507,100,Foster Care,2020-10-01
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-01
Albany GA,525,0,Foster Care,2020-10-02
Atlanta GA,524,48,Foster Care,2020-10-02
Augusta GA,520,68,Foster Care,2020-10-02
Chattanooga TN,575,100,Foster Care,2020-10-02
Columbus GA,522,0,Foster Care,2020-10-02
Dothan AL,606,0,Foster Care,2020-10-02
Jacksonville FL,561,0,Foster Care,2020-10-02
Macon GA,503,0,Foster Care,2020-10-02
Savannah GA,507,0,Foster Care,2020-10-02
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-02
Albany GA,525,0,Foster Care,2020-10-03
Atlanta GA,524,23,Foster Care,2020-10-03
Augusta GA,520,100,Foster Care,2020-10-03
Chattanooga TN,575,38,Foster Care,2020-10-03
Columbus GA,522,0,Foster Care,2020-10-03
Dothan AL,606,0,Foster Care,2020-10-03
Jacksonville FL,561,0,Foster Care,2020-10-03
Macon GA,503,60,Foster Care,2020-10-03
Savannah GA,507,0,Foster Care,2020-10-03
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-03
Albany GA,525,0,Foster Care,2020-10-04
Atlanta GA,524,55,Foster Care,2020-10-04
Augusta GA,520,100,Foster Care,2020-10-04
Chattanooga TN,575,0,Foster Care,2020-10-04
Columbus GA,522,57,Foster Care,2020-10-04
Dothan AL,606,0,Foster Care,2020-10-04
Jacksonville FL,561,0,Foster Care,2020-10-04
Macon GA,503,0,Foster Care,2020-10-04
Savannah GA,507,34,Foster Care,2020-10-04
Tallahassee FL-Thomasville GA,530,46,Foster Care,2020-10-04
Albany GA,525,0,Foster Care,2020-10-05
Atlanta GA,524,72,Foster Care,2020-10-05
Augusta GA,520,88,Foster Care,2020-10-05
Chattanooga TN,575,0,Foster Care,2020-10-05
Columbus GA,522,0,Foster Care,2020-10-05
Dothan AL,606,0,Foster Care,2020-10-05
Jacksonville FL,561,0,Foster Care,2020-10-05
Macon GA,503,100,Foster Care,2020-10-05
Savannah GA,507,56,Foster Care,2020-10-05
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-05
Albany GA,525,0,Foster Care,2020-10-06
Atlanta GA,524,14,Foster Care,2020-10-06
Augusta GA,520,38,Foster Care,2020-10-06
Chattanooga TN,575,0,Foster Care,2020-10-06
Columbus GA,522,41,Foster Care,2020-10-06
Dothan AL,606,0,Foster Care,2020-10-06
Jacksonville FL,561,0,Foster Care,2020-10-06
Macon GA,503,85,Foster Care,2020-10-06
Savannah GA,507,100,Foster Care,2020-10-06
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-06
Albany GA,525,0,Foster Care,2020-10-07
Atlanta GA,524,55,Foster Care,2020-10-07
Augusta GA,520,0,Foster Care,2020-10-07
Chattanooga TN,575,0,Foster Care,2020-10-07
Columbus GA,522,96,Foster Care,2020-10-07
Dothan AL,606,0,Foster Care,2020-10-07
Jacksonville FL,561,0,Foster Care,2020-10-07
Macon GA,503,100,Foster Care,2020-10-07
Savannah GA,507,0,Foster Care,2020-10-07
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-07
Albany GA,525,0,Foster Care,2020-10-08
Atlanta GA,524,23,Foster Care,2020-10-08
Augusta GA,520,0,Foster Care,2020-10-08
Chattanooga TN,575,22,Foster Care,2020-10-08
Columbus GA,522,0,Foster Care,2020-10-08
Dothan AL,606,100,Foster Care,2020-10-08
Jacksonville FL,561,0,Foster Care,2020-10-08
Macon GA,503,35,Foster Care,2020-10-08
Savannah GA,507,0,Foster Care,2020-10-08
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-08
Albany GA,525,0,Foster Care,2020-10-09
Atlanta GA,524,44,Foster Care,2020-10-09
Augusta GA,520,0,Foster Care,2020-10-09
Chattanooga TN,575,100,Foster Care,2020-10-09
Columbus GA,522,0,Foster Care,2020-10-09
Dothan AL,606,0,Foster Care,2020-10-09
Jacksonville FL,561,0,Foster Care,2020-10-09
Macon GA,503,80,Foster Care,2020-10-09
Savannah GA,507,0,Foster Care,2020-10-09
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-09
Albany GA,525,0,Foster Care,2020-10-10
Atlanta GA,524,53,Foster Care,2020-10-10
Augusta GA,520,70,Foster Care,2020-10-10
Chattanooga TN,575,100,Foster Care,2020-10-10
Columbus GA,522,0,Foster Care,2020-10-10
Dothan AL,606,0,Foster Care,2020-10-10
Jacksonville FL,561,0,Foster Care,2020-10-10
Macon GA,503,0,Foster Care,2020-10-10
Savannah GA,507,0,Foster Care,2020-10-10
Tallahassee FL-Thomasville GA,530,66,Foster Care,2020-10-10
Albany GA,525,0,Foster Care,2020-10-11
Atlanta GA,524,19,Foster Care,2020-10-11
Augusta GA,520,43,Foster Care,2020-10-11
Chattanooga TN,575,32,Foster Care,2020-10-11
Columbus GA,522,0,Foster Care,2020-10-11
Dothan AL,606,0,Foster Care,2020-10-11
Jacksonville FL,561,14,Foster Care,2020-10-11
Macon GA,503,100,Foster Care,2020-10-11
Savannah GA,507,59,Foster Care,2020-10-11
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-11
Albany GA,525,0,Foster Care,2020-10-12
Atlanta GA,524,28,Foster Care,2020-10-12
Augusta GA,520,100,Foster Care,2020-10-12
Chattanooga TN,575,0,Foster Care,2020-10-12
Columbus GA,522,0,Foster Care,2020-10-12
Dothan AL,606,0,Foster Care,2020-10-12
Jacksonville FL,561,11,Foster Care,2020-10-12
Macon GA,503,39,Foster Care,2020-10-12
Savannah GA,507,0,Foster Care,2020-10-12
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-12
Albany GA,525,0,Foster Care,2020-10-13
Atlanta GA,524,20,Foster Care,2020-10-13
Augusta GA,520,44,Foster Care,2020-10-13
Chattanooga TN,575,0,Foster Care,2020-10-13
Columbus GA,522,100,Foster Care,2020-10-13
Dothan AL,606,0,Foster Care,2020-10-13
Jacksonville FL,561,14,Foster Care,2020-10-13
Macon GA,503,0,Foster Care,2020-10-13
Savannah GA,507,32,Foster Care,2020-10-13
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-13
Albany GA,525,0,Foster Care,2020-10-14
Atlanta GA,524,50,Foster Care,2020-10-14
Augusta GA,520,43,Foster Care,2020-10-14
Chattanooga TN,575,34,Foster Care,2020-10-14
Columbus GA,522,48,Foster Care,2020-10-14
Dothan AL,606,0,Foster Care,2020-10-14
Jacksonville FL,561,0,Foster Care,2020-10-14
Macon GA,503,100,Foster Care,2020-10-14
Savannah GA,507,0,Foster Care,2020-10-14
Tallahassee FL-Thomasville GA,530,38,Foster Care,2020-10-14
Albany GA,525,100,Foster Care,2020-10-15
Atlanta GA,524,27,Foster Care,2020-10-15
Augusta GA,520,0,Foster Care,2020-10-15
Chattanooga TN,575,0,Foster Care,2020-10-15
Columbus GA,522,48,Foster Care,2020-10-15
Dothan AL,606,0,Foster Care,2020-10-15
Jacksonville FL,561,14,Foster Care,2020-10-15
Macon GA,503,49,Foster Care,2020-10-15
Savannah GA,507,30,Foster Care,2020-10-15
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-15
Albany GA,525,0,Foster Care,2020-10-16
Atlanta GA,524,100,Foster Care,2020-10-16
Augusta GA,520,0,Foster Care,2020-10-16
Chattanooga TN,575,0,Foster Care,2020-10-16
Columbus GA,522,0,Foster Care,2020-10-16
Dothan AL,606,0,Foster Care,2020-10-16
Jacksonville FL,561,0,Foster Care,2020-10-16
Macon GA,503,0,Foster Care,2020-10-16
Savannah GA,507,62,Foster Care,2020-10-16
Tallahassee FL-Thomasville GA,530,84,Foster Care,2020-10-16
Albany GA,525,0,Foster Care,2020-10-17
Atlanta GA,524,100,Foster Care,2020-10-17
Augusta GA,520,0,Foster Care,2020-10-17
Chattanooga TN,575,0,Foster Care,2020-10-17
Columbus GA,522,0,Foster Care,2020-10-17
Dothan AL,606,0,Foster Care,2020-10-17
Jacksonville FL,561,0,Foster Care,2020-10-17
Macon GA,503,0,Foster Care,2020-10-17
Savannah GA,507,67,Foster Care,2020-10-17
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-17
Albany GA,525,0,Foster Care,2020-10-18
Atlanta GA,524,47,Foster Care,2020-10-18
Augusta GA,520,0,Foster Care,2020-10-18
Chattanooga TN,575,0,Foster Care,2020-10-18
Columbus GA,522,0,Foster Care,2020-10-18
Dothan AL,606,0,Foster Care,2020-10-18
Jacksonville FL,561,0,Foster Care,2020-10-18
Macon GA,503,100,Foster Care,2020-10-18
Savannah GA,507,30,Foster Care,2020-10-18
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-18
Albany GA,525,0,Foster Care,2020-10-19
Atlanta GA,524,26,Foster Care,2020-10-19
Augusta GA,520,100,Foster Care,2020-10-19
Chattanooga TN,575,0,Foster Care,2020-10-19
Columbus GA,522,0,Foster Care,2020-10-19
Dothan AL,606,0,Foster Care,2020-10-19
Jacksonville FL,561,0,Foster Care,2020-10-19
Macon GA,503,59,Foster Care,2020-10-19
Savannah GA,507,36,Foster Care,2020-10-19
Tallahassee FL-Thomasville GA,530,45,Foster Care,2020-10-19
Albany GA,525,0,Foster Care,2020-10-20
Atlanta GA,524,23,Foster Care,2020-10-20
Augusta GA,520,0,Foster Care,2020-10-20
Chattanooga TN,575,0,Foster Care,2020-10-20
Columbus GA,522,0,Foster Care,2020-10-20
Dothan AL,606,0,Foster Care,2020-10-20
Jacksonville FL,561,0,Foster Care,2020-10-20
Macon GA,503,100,Foster Care,2020-10-20
Savannah GA,507,0,Foster Care,2020-10-20
Tallahassee FL-Thomasville GA,530,0,Foster Care,2020-10-20
Albany GA,525,0,Foster Care,2020-10-21
Atlanta GA,524,26,Foster Care,2020-10-21
Augusta GA,520,0,Foster Care,2020-10-21
Chattanooga TN,575,0,Foster Care,2020-10-21
Columbus GA,522,0,Foster Care,2020-10-21
Dothan AL,606,0,Foster Care,2020-10-21
Jacksonville FL,561,0,Foster Care,2020-10-21
